,Comment,topic_1,topic_2,topic_3,topic_4,topic_5
4563,malaysia zero new covid cases yesterday what you think,1.0,0.0,0.0,1.0,0.0
4564,hell will never happen for now sorry,0.0,0.0,0.0,0.0,0.0
4565,omg making mistakes again border control order control the spread endemic mode still need try keep our case numbers low esp from overseas imports the inital shn still vital all passengers arrival need under the rapid test results negative shn for three days followed another test before release the public passengers could pick the virus the plane their airports etc vax pax who test are still contagious please don get mistaken that vax gives total immunity only provides mainly protection shn from foreign country still essential giving shn fundamental mistake the hard work singapore has put vac should our safety net not main net border crossing via because way may have come without shn they are regular vaxed workers daily commute but must tested upon immediate entry non work pass holders visitors need shn for three days testing before release remember going endemic mode does not mean remove the care keep case numbers low and should continue testing cases like now but most all our business can open,1.0,1.0,0.0,1.0,0.0
4566,this about sia not country people the shareholders need kept happy,0.0,0.0,0.0,1.0,0.0
4567,positive move can close borders forever,0.0,0.0,0.0,0.0,0.0
4568,have never truly closed the borders they just can not take the risk opening singapore,1.0,0.0,0.0,0.0,0.0
4569,yeahh the gdp growth worsened two thousand and nineteen itself even before the pandemic closing down are going keep smes completely out business your logic are going completely crash the economy and not able recover from any time soon forget about smes even big techs and corporates would stop their investments here our nation running because foreign investments lose them are screwed thankfully our government isn that stupid,0.0,0.0,0.0,0.0,1.0
4570,more bubble trouble travel can open the community but can europe brunei,0.0,0.0,0.0,0.0,0.0
4571,its time for another good idea bad idea are that desperate for tourism business,0.0,0.0,0.0,0.0,0.0
4572,for sia survival that the plan,0.0,0.0,0.0,0.0,0.0
4573,not just sia but also for changi airport garden the bay sentosa hotels restaurants etc,0.0,0.0,1.0,0.0,0.0
4574,james tay are responsible for china india malaysia indonesia about one hundred and nations employment yet the singapore core the one paying for,1.0,1.0,0.0,0.0,0.0
4575,james tay many rice bowls for and spass and workpass and eps,0.0,0.0,1.0,0.0,0.0
4576,actually yes,0.0,0.0,0.0,0.0,0.0
4577,you can take ten pcr test but who perfectly fine from any part world please allow them why total ban they are vaccinated months before covid don hide from covid but can fight from,0.0,1.0,0.0,1.0,0.0
4578,good open the borders but calibrated airlines need work help the economy all over the world,0.0,0.0,0.0,0.0,1.0
4579,with delta virus thanks,0.0,0.0,0.0,1.0,0.0
4580,its not fare can not travel totally not fare,0.0,0.0,0.0,0.0,0.0
4581,life not fair suck,0.0,0.0,0.0,0.0,0.0
4582,and how bout singaporean those has taken thier vaccination can for travel and meet reunite with our wife and kid,0.0,0.0,0.0,0.0,1.0
4583,not ask singapore ask the destination country,1.0,0.0,0.0,0.0,0.0
4584,then don come back,0.0,0.0,0.0,0.0,0.0
4585,reopen inside singapore first then open for others,1.0,0.0,0.0,0.0,0.0
4586,keep the pandemic dragging you seriously think the government has complete control over pandemic look history there such thing overcoming pandemic through restriction measures you can have complete lockdowns for six months and still not able complete eradicate the virus that the reason why living with the virus more logical approach compared zero covid life has too many people have already lost their jobs can keep going like this,0.0,1.0,1.0,1.0,0.0
4587,praying every day have open the boarders for india,1.0,0.0,0.0,0.0,0.0
4588,please,0.0,0.0,0.0,0.0,0.0
4589,piratekingonepiece yes please,0.0,0.0,0.0,0.0,0.0
4590,also for philippines miss malaysia tinder matches from singapore,1.0,0.0,0.0,0.0,0.0
4591,pray that will not happen because not want india blamed for china error till rectified,1.0,0.0,0.0,0.0,0.0
4592,why singapore,1.0,0.0,0.0,0.0,0.0
4593,sumedha nair why open when the situation bad there,0.0,0.0,0.0,0.0,0.0
4594,have spent all malaysia money staycay lol,1.0,0.0,0.0,0.0,0.0
4595,true that,0.0,0.0,0.0,0.0,0.0
4596,even travel nowhere,0.0,0.0,0.0,0.0,0.0
4597,jiel travel from singapore singapore,1.0,0.0,0.0,0.0,0.0
4598,jasper the tourism voucher haha,0.0,0.0,0.0,0.0,0.0
4599,staycay sad liaow,0.0,0.0,0.0,0.0,0.0
4600,great more china,0.0,0.0,0.0,0.0,0.0
4601,batam reopen,0.0,0.0,0.0,0.0,0.0
4602,they vaccinate its citizens faster,0.0,0.0,0.0,0.0,0.0
4603,just open batam first already vaccinated dose twenty vaccinated dose new cases below fifty day come onnn,0.0,0.0,0.0,1.0,0.0
4604,adel must least eighty fully vaccinated both doses,0.0,0.0,0.0,0.0,0.0
4605,stan yeah but singapore opening other countries that are not eighty fully vaccinated right now like this news,1.0,0.0,1.0,0.0,0.0
4606,adel for country able open other countries must have seventy eighty its adults population fully vaccinated singapore will say welcome the people currently australia next month but australia will still closed bebecause next month around this time australia will probably have only about forty its adults population fully vaccinated australia will eighty fully vaccinated early december think will opened mid december but also depends whether other countries already allow their citizens travel australia for indonesia lot countries categorise indonesia high risk country terms vaccination rates vaccination reliability and accuracy and the measures they indonesia prevent infection such restrictions face masks etc there are low risk medium risk high risk and travel countries think indonesia unfortunately will the categories which disappointing bebecause want travel jakarta etc too almost impossible open only select areas indonesia like bali and batam because usually when country opens opens the whole parts the country,1.0,1.0,1.0,1.0,0.0
4607,singapore eighty vaccinated can very the can can open the border,1.0,0.0,0.0,0.0,0.0
4608,azman selamat country will open other countries their choice seventy eighty adults vaccinated but the other countries still don allow the people there travel that country which open them then there points east asian countries have much better prospects than asian countries terms opening their countries maybe japan south korea taiwan sar hong kong will opened the end the year but for asia wished could travel asia december but think the only countries can travel sea december will probably singapore and brunei,1.0,1.0,0.0,1.0,1.0
4609,azman selamat you need refer back category four they stated the countries that they banned pakistan india nepal bangladesh sri lanka myammar not malaysia indonesia but still need wait and not rush for both indonesia and malaysia,1.0,0.0,0.0,0.0,0.0
4610,azman selamat have wait unit produce vaccine here then can decide who sell those vaccine,0.0,0.0,0.0,1.0,0.0
4611,why not the united kingdom are close eighty fully vaccinated,1.0,0.0,0.0,0.0,0.0
4612,because number one didn united kingdom suddenly had delta variant surge and number two were trying not end another lockdown,1.0,0.0,1.0,1.0,0.0
4613,anon nymouz how when everything open like normal you want know what then look new zealand austraila,0.0,0.0,1.0,0.0,0.0
4614,the whole globe almost has the delta strain now over time new strains will come the united kingdom death rate low now conpared the wave life normal here now they social distancing measures here they united kingdom realise that lockdowns don work,1.0,0.0,0.0,1.0,0.0
4615,mike travel show well yes but the united kingdom still has way too many cases sure they are vaccinated but they are carriers and with the delta surge the united kingdom the chances imported cases much higher,1.0,0.0,0.0,1.0,0.0
4616,mike travel show lockdowns don works and vaccines don work guess this how life ends,0.0,0.0,0.0,0.0,0.0
4617,anon nymouz ceca worst than,0.0,0.0,0.0,0.0,0.0
4618,hoping salvage their stock portfolio ten libor poised explode the global money cartel sick fed res lies for long that why stocks are crashing,0.0,0.0,0.0,0.0,1.0
4619,such irresponsible government using people stakes gamble economy goes down all the time death endgame singapore will shunned world wide irrational policies create dangerous situations,1.0,1.0,0.0,0.0,0.0
4620,you think government not good all means and migrate you need not have criticize until like that,0.0,1.0,0.0,0.0,0.0
4621,not mandatory,0.0,0.0,0.0,0.0,0.0
4622,money money money always money singaporean minds,0.0,0.0,0.0,0.0,1.0
4623,government can not appease everyone when the local vaccination rate reasonably high worthwhile take the risk reopen the border and business many sectors are dying,0.0,0.0,1.0,0.0,0.0
4624,hope higher official thailand think like you have move from,0.0,0.0,0.0,0.0,0.0
4625,eighty zero vaccinations daily means the next fifteen days can get another one two hundred zero vaccinated and hence only the five hundred zero below old are not vaccinated then singapore will have ninety fully vaccinated,1.0,0.0,1.0,0.0,0.0
4626,wow talking about logic and commonsense you need buy yourself brain since you are smart you have solution end this pendamic you are just the typical brainless ibm that love kpkb everything,1.0,0.0,0.0,0.0,0.0
4627,farjiel eight hundred and finish your schooling first before trying analyse data,0.0,0.0,0.0,0.0,1.0
4628,jumping the gun open prematurely expect positive result outcome wishful thought will not work,0.0,0.0,1.0,0.0,0.0
4629,only way find out with empirical data try otherwise just opinions and hearsay,0.0,0.0,0.0,0.0,0.0
4630,mikeis this good calculated risk,0.0,0.0,0.0,0.0,0.0
4631,rush open unwise stupid,0.0,0.0,0.0,0.0,0.0
4632,let see the effects blood clots high altitude,0.0,0.0,0.0,0.0,0.0
4633,there doctor board,0.0,0.0,0.0,0.0,0.0
4634,don have solution but you can see how hong kong and taiwan fact the border was already opened but you don see much passengers airport the only different they don have quarantined can tell you that united states companies try minimize the number business trips the video conferencing very convenient too many high rank ang staffs get here and coughing how can ensure the business continuity,1.0,0.0,1.0,0.0,0.0
4635,savage,0.0,0.0,0.0,0.0,0.0
4636,remember get vaccinated vaccinated person might get sick from the virus they got vaccinated against because you not vaccinated,0.0,0.0,0.0,0.0,0.0
4637,living with covid means should start singapore not damn travel bubble shouldn start with travel bubble,1.0,0.0,0.0,1.0,0.0
4639,get prepared get poke for round trip read that sia website,0.0,1.0,0.0,0.0,0.0
4640,cancelled two thousand and btw,0.0,0.0,0.0,0.0,0.0
4641,james you can see how hong kong and taiwan fact the border was already opened but you don see much passengers airport the only different those ang don have quarantined can tell you that united states companies try minimize the number business trips the video conferencing very convenient,1.0,0.0,1.0,0.0,0.0
4643,vincecarlo damnnn wasn aware haha,0.0,0.0,0.0,0.0,1.0
4644,wonder how does his job,0.0,0.0,0.0,0.0,0.0
4645,thank goodness germany had the sense cancel why would sensible responsible sgrean want attend the oktoberfest where there are literally thousands people crowded together when corona still rampant germany implore sgreans not too they decide vacation germany and bring the virus back singapore keep wearing your masks avoid crowded places especially indoors and behave responsibly view pandemic,1.0,1.0,0.0,1.0,0.0
4646,three,0.0,0.0,0.0,0.0,0.0
4648,traveller man stamp when crossing europe borders bro and you call yourself,0.0,0.0,0.0,0.0,0.0
4649,there stamp that because the europe they from country country and don need stamp,0.0,0.0,0.0,0.0,0.0
4650,agreed even the tourist stay days germany doesn guarantee that she free from han virus variant please rethink the policy carefully spread happen again peoples action party may lost next election,1.0,0.0,0.0,0.0,1.0
4651,think you have worry about sph and mediacorp opening can help their business ntuc fair price you also have worry people can buy rice and other stuffs from other platform and cheaper service charge,0.0,0.0,0.0,1.0,0.0
4652,now already very unhappy how peoples action party mtf handling the covid and believe many others too only more people are sober and already voted out peoples action party the two thousand and twenty elections sigh,0.0,0.0,0.0,1.0,1.0
4653,now very true,0.0,0.0,0.0,0.0,0.0
4654,traveller man needs chop stamp for europeans moving within europe,0.0,0.0,0.0,0.0,0.0
4655,the jury still out about the full picture covid nineteen and the vaccines experts differ their analysis and are still debating look all the flip flops coming out think very very carefully expose and listen all views let the individual decide forced vaccination,0.0,1.0,0.0,1.0,0.0
4656,when open for malaysia,1.0,0.0,0.0,0.0,0.0
4657,you are joker hong kong can don open border because they have their grandfather support them can taiwan you must kidding right scan case they still got beg for vaccine you don know meh you are really simple minded,1.0,1.0,0.0,1.0,0.0
4658,stupid idea don need quarantine why singapore government playing with singaporean life all they think about when the next election should know who vote now not those government that playing with our life really very disappointed with our government they only look after those foreigners and money,1.0,0.0,0.0,0.0,1.0
4659,that one infected person has still sat several hours breathing the same air with passengers the same plane his way over here the other passengers could infected the flight him then spread the community few days afterwards,0.0,1.0,0.0,0.0,0.0
4660,this clown lie blatantly covid will justice soon,0.0,0.0,0.0,1.0,0.0
4661,the message,0.0,0.0,0.0,0.0,0.0
4662,good luck all singaporean with many visitors are going see the surge infection this tiny island state,0.0,0.0,0.0,0.0,1.0
4663,can retreat our shells,0.0,0.0,0.0,0.0,0.0
4664,good decision for opening border now every country open flight,0.0,0.0,0.0,0.0,0.0
4665,what waste tax payers money making vaccinated travel lane scheme,0.0,0.0,0.0,0.0,1.0
4666,fiost coz mean that vax vax its still the same all can infected,0.0,0.0,0.0,0.0,0.0
4667,the way since you are smart please share united states your great plan and solutions how can end this pandemic,1.0,0.0,1.0,0.0,0.0
4668,what more lockdown singapore because need survive economically already can not anything,1.0,0.0,0.0,0.0,0.0
4669,oyk and the miw coerced tell you about the long lasting effect damage and the unknown long term price singaporeans have pay these episodes clearly showed citizen life safety and well being are secondary the eyes the miw,0.0,1.0,0.0,0.0,1.0
4670,most vaccinated countries the more cases singapore gibraltar,1.0,0.0,0.0,0.0,0.0
4671,let have more tourist activities but singaporean stay home pls for goodness sake,0.0,0.0,0.0,0.0,1.0
4672,you can ask hong kong and taiwan how they make ong kung thought would the vice and seek advice from taiwanese politician via george yeo know,1.0,1.0,0.0,0.0,0.0
4673,have people flying into singapore every single day even before this travel lane nonsense the moh website shows that between one eleven cases detected daily the past days many them detected upon arrival never believe what the media tells you look stuff they manipulate stats suit the agenda,1.0,0.0,1.0,0.0,0.0
4674,worry singapore have more covid than malaysia and indonesia why bother now just open all borders,1.0,0.0,0.0,1.0,0.0
4675,gamer studio hahahahahahah spreading singapore compact,1.0,0.0,0.0,0.0,0.0
4676,forcing his eye lid wide open still think these opening borders will meet with serious consequences,0.0,1.0,0.0,0.0,0.0
4677,there nothing can singapore has held its economy for one and half years and been suffered for that soon later have open the border course with careful management have felt the impact this border closure hard way,1.0,0.0,1.0,0.0,0.0
4678,closed border policy suicidal,0.0,0.0,0.0,0.0,0.0
4679,massonic state first they killed all native indian than bring all baggers from europe and with this class they try enslave entire world and put under register,0.0,0.0,0.0,0.0,1.0
4680,are all under masson law approved covid not delivered them mean they happen under ventilator,0.0,0.0,0.0,1.0,1.0
4681,crypto insider protect our family against the vagxseen,0.0,0.0,0.0,0.0,0.0
4682,the freaking vaccination effective why are still mask these people are all sick all along talking nonsense,0.0,1.0,0.0,0.0,0.0
4683,their solutions not solutions,0.0,0.0,0.0,0.0,0.0
4685,nobody saying vaccination one hundred protects have masks okay,0.0,0.0,0.0,0.0,0.0
4686,you can defiant and walk about without mask your choice who stopping you the next karen only bodoh will dare put himself risk with the law risk with getting the virus,0.0,0.0,1.0,0.0,0.0
4687,justfair use your mother feminine napkin your mouth better one thousand safe even with delta improve,0.0,0.0,1.0,1.0,0.0
4688,even nazi never prevented people travel and meet their families are double vaccinated what gives you right keep people families hostages for two years not let them cross the border malaysia and you let people from europe enter,1.0,0.0,0.0,0.0,1.0
4689,not solution the first place you let people from risk country walking freely solution you don freely screening the whole red hell quarantine the carriers that solution there are four fully vaccinated persons died and one them around fifty that your solution there are several cases caught flight other counties that your solution,0.0,1.0,0.0,0.0,0.0
4690,for all malaysian you can leave and when you like just don come back anymore that include your country accept you guys,0.0,0.0,0.0,0.0,1.0
4691,ong ernie allow enlighten you two you have all malaysian guarding your police scdf employed cisco and singaporean suck rocks,0.0,0.0,0.0,0.0,1.0
4692,interesting thing australian government calling non vaccinated protesters nazi what they have done all this decades allow nazi stay australia,1.0,0.0,0.0,0.0,0.0
4693,crypto insider you malaysia full support let united states all rise together and fight the evil,1.0,0.0,1.0,0.0,0.0
4694,too many changi airport terminals they need open all,0.0,0.0,0.0,0.0,0.0
4695,course must cover what spent more tourists better,0.0,0.0,0.0,0.0,1.0
4696,hello really can blame you without brain will tough for you comprehend simple logic long term lock down solution,0.0,1.0,0.0,0.0,0.0
4697,justfair yes more virus coming better huh paw lum par,0.0,0.0,0.0,0.0,0.0
4698,the tourism and travel industries are already doomed don expect shape curve recovery anytime soon even plucking the infected figures from the air,0.0,0.0,0.0,0.0,0.0
4699,too early too fast too many countries that are totally reckless,0.0,0.0,0.0,0.0,0.0
4700,can survive bananas lah,0.0,0.0,1.0,0.0,0.0
4701,only one fishy there seem plot displace the locals and bring many foreigners possible despite the pandemic,0.0,0.0,1.0,0.0,0.0
4702,racist singaporeans are denial that foreigners aren getting covid,0.0,0.0,0.0,1.0,1.0
4703,yea bcs singaporean can not work salary less than two but pat can because your government that you voted give them free logging,0.0,0.0,0.0,0.0,1.0
4704,gamer studio who says not enough not enough work harder united states working two three jobs normal,1.0,0.0,1.0,0.0,0.0
4705,would you prefer the economy collapse find way live with the virus judging this comment you must oblivious majority the businesses and employees whom either lost their jobs had pay cut and affected the economy seems like either your industry wages hasn lucky not but see suffering all around,0.0,1.0,0.0,0.0,0.0
4706,regular whiner knows nothing about spore economy just nagging and whining,0.0,0.0,0.0,0.0,0.0
4707,justfair money over lives wtf has our society come why are you all defending the ones who are clearly the wrong only live once not matter whether the economy fails not long there food water and shelter the rest are previleges talk abt economy when you have least degree economics else keep that mouth yours shut and stop being oblivious the situation,1.0,0.0,1.0,0.0,0.0
4708,salty don spoilt kid,0.0,0.0,0.0,0.0,0.0
4709,you don ask there are more than people vaccinated and why there are more than three thousand five hundred cases day and why there are vaccinated people died everyday lab environment the efficacy higher than ninety but those volunteers were selected from healthy people but practice the efficacy around sixty vaccination can only reduce the seriousness the disease even flu there are people die flu every year especially cool countries flu can turn into pneumonia the phlegm can stuck the lung this basic medical sense and people from cool counties have much concern,0.0,0.0,0.0,0.0,0.0
4710,salty hello you just slept for the last one hundred yrs and emerge from the cave food from where drop from the sky are you with eating grass and air what about water are still buying water from malaysia are you consuming raw rain water and toilet water without desalination what about maintenance cost for your shelter home electronic gadget out order perhaps you don use modern electronic gadget oops forgotten that you just emerged from cave food water shelter all required surely you don need degree economics know these basic knowledge right its matter you die from virus you die and became hungry ghost chances from dying from virus may not happen you have the vaccine and you not have much health issues but without food and water you will not last long,1.0,1.0,1.0,0.0,0.0
4711,justfair you are comparing singapore united states united kingdom united kingdom how small our country compared theirs okay for the country case per day and still increasing previously from one ten case day are not suppose smth abt just becuz having lockdown for just stop cases will not because business bankrupt malaysia boy the government still has plenty reserves spare needed nobody spoilt here are worried for our safety bebecause how small and dense our country please learn some geography,1.0,0.0,1.0,0.0,0.0
4712,summer gal huh food water everyday necessity these kind businesses will never bankrupt wtf hahahahaha not opening borders does not lesser crops food water not opening borders does not unable call come fix malaysia toilet pretty sure all these are common sense,1.0,0.0,1.0,0.0,0.0
4713,justfair btw pretty sure endemic does not mean opening borders foreigners just for them bring more straints viruses delta variant brought from other countries that not endemic,0.0,0.0,0.0,1.0,0.0
4714,salty yes correct you have the funds but many will not have enough money tide them over continue lock ourself,0.0,0.0,0.0,1.0,0.0
4715,salty the virus already all over everywhere all over the world how long are you going lock yourself forever close for two weeks bring down and then what how many two weeks are enough for the zero cases not sustainable and definitely not long term solution,0.0,1.0,0.0,0.0,0.0
4716,salty the number death and the number icu are the numbers should worried about daily cases are high but these two numbers are relatively low then can treat this normal flu,0.0,0.0,0.0,0.0,0.0
4717,summer gal another paw lum par anymore vacancy,0.0,0.0,0.0,0.0,0.0
4718,justfair hey paw lum par how job doing remember don the most precious and important lum par singapore,0.0,0.0,0.0,0.0,0.0
4719,lol what your point don anything continue lockdown and close border long majority the vaccined ppl don die from covid should just press open just like the rest like what you have said will sooner later die something please don spread lie according medical research you will stand higher chance survive you are vaccinated get karen,0.0,0.0,1.0,1.0,0.0
4720,summer gal not sustainable ignore and let the covid case snowball and wait till there deaths per day and our hospital overwhelms then smth about its about preventing that from happening not waiting for happen bro stop defending the idiots there absolutely justifiable reason shld open our borders when our sitation here chaotic only reason about money and thats why said money does not value more than human lives are not guinea pigs for experiment they are toying with our lives just because money what has what the rush opening the borders when only small percentage the people the world are allowed travel stop acting smart here its ridiculous you will not get additional money for defending them its because people like you that are not getting the change deserve people like you who defend whatever the people above are doing and does not criticise the most obvious things that they are doing wrong,0.0,1.0,1.0,1.0,0.0
4721,justfair ironic you talking about lack education reply malaysia shit fool since you have education,1.0,1.0,0.0,0.0,0.0
4722,salty science shows that the countries who lock down have poorer resilience even united kingdom the cases are not translated serious hospital cases proportionately,1.0,1.0,0.0,0.0,0.0
4723,justfair btw paw your boss lum par subject doesn make any cow sense all,0.0,0.0,0.0,1.0,0.0
4724,foghorn cow sense brain dense also need use vulgar language are civilised society except that few but certainly hope you are not that latter category,0.0,0.0,0.0,0.0,1.0
4725,justfair whatever need tell about your civilization education manner have came across many highly educated people and friends some even came from well recognize uni from states and they are nothing but jerks not even gentleman treat lady save your manner and bombarda english for yourself you are just selfish fark only think yourself,0.0,1.0,0.0,0.0,0.0
4726,don say you stupid people incompetent identify covid nineteen carriers and quarantine them and make the place safe already said border was already open spread lie you can check with hong kong and taiwan gov how many passengers from singapore tested positive prc you read news paper how many fully vaccinated people die far,1.0,0.0,1.0,1.0,0.0
4727,justfair hey paw lum par two zero over cases already how,0.0,0.0,0.0,0.0,0.0
4728,foghorn too late grow too late regret malaysia sympathy,1.0,1.0,0.0,0.0,0.0
4729,justfair first time paw lum par gets work out lol kena your point already paw your lum par talk much,0.0,1.0,0.0,0.0,0.0
4730,the birth rate singapore one and the increment eligible voters last was more than ten where are they came from you people keep importing voters even taxi drivers also know that,1.0,0.0,0.0,0.0,0.0
4731,mini sir means the measure was not working south asia country tat let delta entry singapore cos much pain citizen wat went wrong different class people different class class country different govt measure policy,1.0,0.0,1.0,1.0,0.0
4732,all food and supplies and almost every product you use comes from outside covid spreads through touch well and items covid will eventually enter either way you can only delay not prevent singapore would die horrible doom you really close borders singapore the farthest thing from self sufficient actually other countries can easily close their borders and let singapore die singapore remains have this attitude other bigger countries have their own food water and power etc delta now everywhere and did not come singapore from south asian country you are educated and informed all also its just variant the first one came from united kingdom next maybe from singapore what your point singapore nothing without open borders,1.0,0.0,0.0,1.0,1.0
4733,happy hap pls united states the clever will take their family plane the stupid will put their family the raft enjoy the sea ride every step risk luck air sea thousand excuse million assumption wat rite wrong who wise fool the everybody wans rule the world save yrself,1.0,1.0,1.0,0.0,0.0
4734,come give chance,0.0,0.0,0.0,0.0,0.0
4735,coming sooner than you think,0.0,0.0,0.0,0.0,0.0
4736,heard next month will arrive issue are vaccinated,0.0,0.0,0.0,0.0,0.0
4737,testing negative arrival doesn mean does not have the virus may test positive later while going around spore the incubation period fourteen days,0.0,0.0,0.0,0.0,1.0
4738,you know that how many people die flu every winter united states rustic,1.0,0.0,1.0,0.0,0.0
4739,agreed but with plus cases daily singapore now wager the traveller got the short end the stick,1.0,0.0,1.0,0.0,0.0
4740,wills how how open economy and keep covid check,0.0,0.0,0.0,1.0,0.0
4741,one nine hundred one thousand amongst nine hundred zero travelers its peak just need five days implying one thousand five days based previous peak,0.0,0.0,0.0,0.0,1.0
4745,anthrax virus yap expert expert with open and close quotations,0.0,0.0,1.0,0.0,0.0
4748,you want hide your house and never come out then ahead let others live their life understanding there risk everything,0.0,0.0,1.0,0.0,0.0
4749,this dude bot,0.0,0.0,0.0,0.0,0.0
4750,will the case where only vaccinated can fly,0.0,0.0,0.0,0.0,0.0
4751,what took you long reply busy watching youtube get,0.0,0.0,0.0,0.0,0.0
4753,opened ocean park for tourism what say you,0.0,0.0,0.0,0.0,0.0
4755,fiost learn distinguish between low risk higher risk countries hong kong only five cases average per day singapore one thousand,1.0,0.0,0.0,0.0,1.0
4756,fiost hong kong has one billion chinese tourists they don travel bubble,1.0,0.0,0.0,0.0,1.0
4757,fiost but singaporeans end suffering mom will resume entry approvals for work pass holders and their dependents with travel history higher risk countries from ten aug this was announced the press release the ministry health friday evening six aug and said the virus would leak into the communities from time time they knew singaporeans large are zero tolerance any leakage the virus into the communities knowingly unmitigated singaporeans large are against importing fws fts from higher risk countries just benefit the rich and the powerful and their cronies companies the expenses singaporeans losses and the losses innocent singaporeans lives,0.0,1.0,0.0,1.0,1.0
4758,logicrules soon may considered higher risk human since forced live with the virus,0.0,1.0,0.0,0.0,0.0
4759,fiost keep comment hong kong singapore has over cases and are exponential growth you know how many case hong kong now before commenting brainlessly,1.0,0.0,0.0,0.0,0.0
4760,singapore always want number one,1.0,0.0,0.0,0.0,0.0
4761,roaring kitty when both your parents lorries because the complication then you will learn more responsible the life safety everyone any case your problem entirely due poor upbringing,0.0,1.0,0.0,0.0,0.0
4762,you don seem know why can not closed country,0.0,0.0,0.0,0.0,0.0
4763,fiost lawrence wong said four may two thousand and defending the imports knew that there would leaks from time time know that these risk could happen would you doubt that put the citizens and the nation risk because early april two thousand and singapore sequencing reveals the highly contagious delta covid nineteen variant was already spreading singapore why must they keep importing from higher risk countries,1.0,1.0,0.0,1.0,0.0
4764,fiost you need learn between lower risk and higher risk countries and the need protect and safeguard citizens life safety priority when people trade your means livelihoods and risk your life safety will you rest your children future with them two thousand and what,0.0,1.0,0.0,0.0,0.0
4765,not choice must not cut off our advantages the hubs disappearing long term damages are stake lock down the world waits for one,1.0,0.0,0.0,0.0,0.0
4766,fiost please stop the and excuses continue with the imports cheap labors benefits the rich and their cronies companies causing many more damages and disruption and hurting the economy and risking citizens life safety when people trade your means livelihoods and risk your life safety will you rest your children future with them two thousand and what,0.0,1.0,0.0,0.0,0.0
4768,karen sick ppl like you every damn thing about politic whole day can only open close your big mouth bad mouth singapore and the effort many people had put favour make your self useful please,1.0,1.0,0.0,0.0,1.0
4770,prefer tourism off the list till the global situation improve tremendously and with ongoing covid nineteen spike happening now this terrible mistake,0.0,0.0,0.0,1.0,1.0
4771,opened ocean park for tourism why they know they can not close,0.0,0.0,0.0,0.0,0.0
4772,fiost they opened tourists already,0.0,0.0,0.0,0.0,0.0
4773,kim gamer heard that they are wooing vaccinated tourists from guangzhou and macau,0.0,0.0,0.0,0.0,1.0
4774,let close all borders who cares how everyone related tourism and travel industry suffering which most singapore but clearly you are not well all singapore depends open borders probably most companies will shut their offices here once let noone travel hope you lose your job first,1.0,0.0,1.0,0.0,0.0
4775,happy hap have you ever thought about how the people feel about the recent spike cases you think they want tourists exacerbate the already deteriorating situation also didn safer,0.0,0.0,0.0,0.0,0.0
4776,kim gamer newsflash its never going safe until herd immunity reached singapore ninety vaccinated there more protection other than getting the virus and developing natural antibodies the virus will never away and people who are expecting this are dillusional smart countries will open now and suffer consequences than suffer lockdown for three years and then the same situation,1.0,0.0,0.0,1.0,0.0
4777,system working new variant would not entered singapore and because another spike,1.0,0.0,0.0,0.0,0.0
4778,hong kong opened ocean park for tourism anything say,1.0,0.0,0.0,0.0,0.0
4780,fiost how many infected case hong kong now you know,1.0,0.0,0.0,0.0,0.0
4781,fiost comparing hong kong with singapore one thousand cases and exponential growth you sound,1.0,0.0,0.0,0.0,0.0
4782,fiost where the link hong kong has zero tolerance policy and did not agree travel bubble with spore when decided endemic,1.0,0.0,0.0,0.0,1.0
4783,another incompetent,0.0,0.0,0.0,0.0,0.0
4784,one detected how many undetected does knows,0.0,0.0,0.0,0.0,0.0
4785,fiost will know when our case numbers get unlinked cases,0.0,0.0,0.0,0.0,0.0
4786,logicrules hong kong opened already with ocean park wooing tourists and our neighbour with langkawi need throwing blames around,1.0,0.0,0.0,1.0,0.0
4788,fiost how many case hong kong now,1.0,0.0,0.0,0.0,0.0
4789,fiost you really dense had twelve icu friday eighteen sat sun twelve eighteen fifty growth and our icu only starting reflect numbers and time lag from two weeks ago where our cases were around one hundred maybe two weeks later you will see one hundred and eighty icu three weeks later you will see one thousand eight hundred please think before you speak,1.0,1.0,0.0,0.0,0.0
4790,fiost even not problem you need get head scan you understand the implications when singapore has,1.0,0.0,0.0,1.0,0.0
4791,fiost just released comment nonsense,0.0,0.0,0.0,0.0,0.0
4792,pls take out your masked the system working goondoos,0.0,0.0,0.0,0.0,0.0
4793,absolutely looks ugly when speaking journalists the public the more appropriate way use transparent screen,0.0,0.0,0.0,1.0,0.0
4794,the answer end covid one thousand nine hundred and david wilkerson said there will this thing called the coronavirus and then church buildings will taxed and shutdown there are true church buildings today anyhow because church buildings biblical times housed poor and homeless people plus they all teach lies and then omit any passage that would require them give the bible says the poor the homeless the widows are reach and give not fake preachers that twist and lie about the word god,0.0,0.0,1.0,1.0,0.0
4795,arr come and bluff and confused ppl again,0.0,0.0,0.0,0.0,0.0
4796,seal young his brain not working you don even have one,0.0,0.0,0.0,0.0,0.0
4797,seal young crying for your pathetic existence dude,0.0,0.0,0.0,0.0,0.0
4798,with without the vaccine staying home much possible,0.0,0.0,0.0,0.0,0.0
4799,the more questions ask the more confuse get hope singapore ready for the many strains come,1.0,0.0,1.0,0.0,0.0
4801,when will vaccinated travel lane with srilanka open pld,0.0,0.0,0.0,0.0,0.0
4802,you are unvaccinated pass pcr test three days prior what ever can still travel through singapore with direct flight say the united kingdom from australia,1.0,0.0,0.0,1.0,0.0
